YEAR,MONTH,DAY,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS
1996,3,16,104.4,5.3,-2.5,10.2,8.5,26.5,35,296.19,974.87,-121.9,1899.1,28.5,5770
1996,3,17,102.8,0.8,-6.3,25.2,14.1,29.1,43.2,295.27,964.31,-83.4,2986.2,30.4,5728
1996,3,18,124.5,0,-7.7,27.3,15.7,29.7,45.4,295.89,966.93,-63.1,0.1,31.8,5749
1996,3,19,98.2,4,-1.5,17.6,10.3,27.9,38.2,292,927.54,-189.4,956.2,26.8,5733
1996,3,20,211.7,2.7,-4.8,31.9,19.3,30.7,50,295.85,980.12,-157.1,1276.9,39.5,5774
1996,3,21,148.4,0.7,-5.2,29.3,16.7,29.7,46.4,298.13,995.1,-62.3,372.8,40.3,5718
1996,3,22,163.5,1.4,-5.6,28.8,19.3,30.1,49.4,294.55,956.16,-142.6,1917.1,32.5,5748
1996,3,23,225.7,3.7,-1.7,32.9,18.9,31.5,50.4,291.83,945.45,-370.9,607.9,39.4,5770
1996,3,24,97.5,0.1,-6.6,24.8,14.7,29.1,43.8,294.64,961.69,-79.7,2647.6,27.7,5711
1996,3,25,117,-1.4,-8.4,22.8,14.3,27.3,41.6,295.37,958.79,-31.2,3653.3,28.4,5686
1996,3,26,144.2,2.9,-4.7,26.3,13.5,26.5,40,296.41,977.46,-71.6,2062,39.1,5746
1996,3,27,179.4,4,-4.1,22.1,9.9,25.9,35.8,297.42,979.97,-59.5,3027.8,41.1,5761
1996,3,28,162.4,0.6,-6.9,29.1,17.5,26.9,44.4,296.64,980.06,-5.5,0.3,33.9,5713
1996,3,29,115,0.7,-7.6,22.8,12.1,28.7,40.8,297.62,979.97,-64.6,3130.8,35.5,5766
1996,3,30,145.2,-0.2,-8.5,26,15.7,32.1,47.8,297.53,972.06,-122.2,2340.5,36.5,5780
1996,3,31,252.7,-3.3,-11.5,26.8,17.3,36.1,53.4,297.61,963.94,-105.5,3696.5,36.8,5749
1996,4,1,85.4,-0.1,-7.6,22.1,6,27.3,33.3,296.52,972.44,-42.5,1452.6,33.3,5725
1996,4,2,93.7,1.2,-4.4,12.2,14.5,29.5,44,293.43,975.2,-98.8,595.5,28.5,5697
1996,4,3,46.6,0.8,-6.8,13,6.4,28.7,35.1,296.48,985.18,-36.5,1626.7,28.2,5696
1996,4,4,64,2.5,-5.2,5.8,6.6,27.9,34.5,296.39,974.87,-82.2,1932,29.2,5725
1996,4,5,44.6,1,-6.1,9.4,6.2,30.3,36.5,295.27,964.31,-109.5,2339.2,20.9,5714
1996,4,6,114.8,0,-7.5,25.8,15.7,30.7,46.4,295.66,964.25,-92.3,1789.3,30.2,5731
1996,4,7,57.6,5.1,-0.6,16.6,8.1,30.1,38.2,292.29,939.5,-314.3,672.9,24.8,5743
1996,4,8,176.8,4.7,-1.1,29.5,16.1,28.3,44.4,291.83,908.46,-305.7,726.7,36.5,5768
1996,4,9,103,-0.5,-7.7,21.6,12.7,31.7,44.4,295.29,944.56,-143.7,2911.2,26.6,5732
1996,4,10,95.9,-1.5,-9.6,23,11.5,30.9,42.4,297.26,966.72,-81.2,3191.5,31.6,5736
1996,4,11,105.2,-4.2,-11.7,31.1,15.5,35.3,50.8,296.05,964.19,-94.4,889.1,28.3,5718
1996,4,12,54.7,1.2,-3.5,22.8,13.3,33.5,46.8,290.75,931.02,-300.8,555.6,24.3,5721
1996,4,13,32.9,-0.1,-8,10,11.1,31.5,42.6,296,961.44,-126.6,3118.8,29.2,5759
1996,4,14,29.1,-0.4,-8.5,15.4,1.4,32.9,34.3,296.9,969.47,-120.9,3704.3,29.3,5741
1996,4,15,187.7,1.2,-6,32.2,20.1,31.1,51.2,294.7,953.32,-164.2,1269.3,38.3,5764
1996,4,16,80.4,2.8,-4.2,14.8,12.9,28.1,41,294.79,958.91,-120.8,1875.2,27.8,5749
1996,4,17,70.5,1.6,-5.9,17,11.1,29.1,40.2,295.67,953.14,-112.1,2320.8,28.9,5765
1996,4,18,64,5,1.1,8.8,6.2,32.7,38.9,286.56,844.44,0,0,25,5786
1996,4,19,206.2,4,-5.3,33.3,15.9,29.3,45.2,298.35,974.62,-158.7,2869.4,44.5,5831
1996,4,20,130.9,4.5,-5,20.8,12.1,30.5,42.6,298.83,982.44,-203.4,2564.2,40.8,5850
1996,4,21,111.7,-0.9,-9.6,31.3,15.7,30.7,46.4,297.85,966.63,-104.2,5018,36.1,5767
1996,4,22,136.3,0.6,-9.3,33.1,15.3,32.3,47.6,299.43,982.41,-116.4,3855,44.5,5825
1996,4,23,230.2,1,-8.4,34.9,19.5,30.9,50.4,298.83,982.44,-72.1,3882.7,51.5,5790
1996,4,24,180.5,2.7,-3.3,33.1,17.1,33.5,50.6,292.9,950.91,-306.7,433,41.5,5766
1996,4,25,187.1,2.9,-4.3,30.5,17.9,30.5,48.4,295.52,990.25,-188.1,726.8,47.8,5774
1996,4,26,501,0.2,-4.9,46.7,30.7,30.7,61.4,292.91,982.93,-94.2,1010.4,48.1,5678
1996,4,27,365.5,2.3,-3.9,39.9,27.3,27.3,54.6,294.1,985.34,-77.6,765.3,47.9,5731
1996,4,28,321.4,0.6,-7.7,37.3,24.1,28.5,52.6,297.51,990.16,-42.6,1991.8,47.5,5770
1996,4,29,332.2,7.3,0.1,37.1,24.5,24.7,49.2,295.43,977.58,-117.9,49.2,54.5,5797
1996,4,30,227,7.9,0,31.5,18.3,22.5,40.8,296.74,995.13,-42.1,31.2,49.8,5797
1996,5,1,268.3,4.6,-5.2,33.5,22.3,24.7,47,299.71,992.57,-5.4,0.2,53.1,5832
1996,5,2,424.5,7.5,-1.2,45.5,23.9,30.3,54.2,296.88,985.15,-386.2,139,62.9,5890
1996,5,3,159.3,-0.5,-9.7,29.4,18.5,29.5,48,298.97,977.22,-29.6,3659,43.1,5767
1996,5,4,90.6,2.5,-7,22.4,10.7,30.3,41,299.06,985,-76.8,1359.6,40.1,5804
1996,5,5,183.3,4.8,-5.4,33.5,16.5,31.5,48,299.31,992.6,-287.6,1332.8,55.9,5908
1996,5,6,98.6,2.1,-7.4,26.7,12.9,28.5,41.4,299.31,992.6,-45,2613.2,45.5,5799
1996,5,7,155.7,4.8,-4.4,27.7,14.9,25.9,40.8,298.61,979.87,-38.7,1674.6,47.3,5809
1996,5,8,175.1,8.5,1.6,15.4,14.7,25.7,40.4,294.56,969.8,0,0,40.7,5816
1996,5,9,287.1,2.8,-5.2,29.2,19.9,32.5,52.4,290.57,822.85,-373.2,800.7,28.2,5782
1996,5,10,67.9,-4.2,-16.8,18.8,8.4,35.9,44.3,301.11,925.62,-36.8,9514.8,24.9,5788
1996,5,11,162.9,3.5,-7.2,20.6,12.1,28.9,41,300.19,979.72,-111.7,458.1,38,5861
1996,5,12,157.2,2.6,-6.5,27.9,13.9,30.5,44.4,298.46,985.03,-113.7,1875.4,44.6,5790
1996,5,13,153.4,1.5,-8.3,26.5,12.9,30.9,43.8,299.59,979.78,-89.8,4794.6,45.1,5820
1996,5,14,173,2.3,-8.5,32.7,15.1,33.1,48.2,296.52,899.86,-153.7,4156.9,40.4,5802
1996,5,15,142.7,-1.1,-10.7,31.7,14.7,34.9,49.6,299.26,969.16,-134.2,4494.6,44.6,5826
1996,5,16,284.3,3.9,-6.4,38.7,21.5,28.9,50.4,300.02,982.35,-87.4,3944.5,55.5,5848
1996,5,17,309.4,1.4,-9,37.5,21.3,31.7,53,300.46,987.47,-78.9,4337.2,56.9,5836
1996,5,18,219,1.9,-7.7,35.3,18.9,29.7,48.6,299.26,969.16,-68.2,3833.5,55,5815
1996,5,19,226.1,2.6,-4.3,34.7,19.5,32.7,52.2,294.98,972.4,-215.1,866,36.1,5777
1996,5,20,149.2,4.2,-2.8,30.1,16.3,29.3,45.6,294.55,956.16,-200.1,490.9,38.6,5780
1996,5,21,150.1,3.1,-4.3,29.5,17.3,27.5,44.8,295.18,958.85,-111.2,808,43.9,5771
1996,5,22,114.9,1.6,-7.2,27.3,14.9,28.7,43.6,297.92,972.03,-59.2,2164.6,39.4,5780
1996,5,23,127.9,3.2,-5.8,27.9,14.5,24.5,39,298.66,985.03,-12.5,2692.9,45,5760
1996,5,24,146.2,5.1,-6.5,26.1,12.7,24.3,37,299.03,982.44,-3.1,11.6,39.3,5794
1996,5,25,170.7,4.9,-5.4,30.9,14.1,28.5,42.6,300.19,979.72,-109.1,3697.5,48.8,5856
1996,5,26,197.6,4.7,-6.2,29.9,15.5,28.7,44.2,301.37,979.63,-89.9,4858,52.1,5876
1996,5,27,227,6.6,-4.1,34.1,16.9,27.3,44.2,295.81,873.99,-162.4,2033.7,38.8,5860
1996,5,28,111.6,2.2,-6.7,26.8,14.1,30.3,44.4,293.04,849.63,-186.2,3336.9,28,5764
1996,5,29,279.1,6.6,-5.4,33.9,18.5,29.3,47.8,298.68,910.3,-136.8,4238,49.6,5859
1996,5,30,301.4,4,-7,32.1,22.3,26.1,48.4,296.63,888.55,-52.9,0.2,41.6,5861
1996,5,31,314.1,5.7,-2.3,35.3,24.3,25.9,50.2,296.24,980.09,-118.4,339,55.1,5800
1996,6,1,281,3.4,-6.9,26.8,21.7,25.1,46.8,300.51,995.52,-11,9.5,52.7,5847
1996,6,2,467,2.3,-7.4,41.9,27.1,28.7,55.8,299.4,979.78,-14.2,0.2,63.3,5828
1996,6,3,141.7,2.9,-5.1,26.5,14.5,28.9,43.4,296.68,985.15,-2.6,4.8,46.5,5792
1996,6,4,188.7,3.2,-4.3,28.2,18.3,30.7,49,295.57,958.76,-230,1464.7,44.3,5808
1996,6,5,184.6,7.2,-0.3,27.7,13.9,24.7,38.6,295.69,985.24,-222.8,88.6,45.6,5809
1996,6,6,256.7,6.1,-0.7,35.1,18.3,34.3,52.6,293.48,950.76,-625.9,21.1,47.1,5868
1996,6,7,231.9,3.2,-6.9,35.9,19.7,29.1,48.8,299.91,992.57,-64.4,2360.9,58.1,5840
1996,6,8,219.4,6.1,-1.6,35.3,19.3,24.1,43.4,296.28,985.18,-58.3,315.8,50.7,5776
1996,6,9,171.6,5.9,-3.3,31.9,15.9,25.1,41,298.07,985.06,-76.3,800.1,58.1,5818
1996,6,10,157.6,5.2,-3,30.7,17.1,25.3,42.4,296.55,972.18,-57,750.3,47.6,5791
1996,6,11,252.8,5.2,-4.6,38.5,22.3,24.7,47,299.06,985,-29.7,1846.2,64.6,5834
1996,6,12,237.7,4.8,-4.3,39.9,22.1,27.3,49.4,297.84,982.53,-88.7,1674.4,62.6,5834
1996,6,13,209.6,7.2,-2.4,33.9,17.1,24.5,41.6,298.66,985.03,-76,1581.9,57,5854
1996,6,14,177.1,4.1,-4.5,22.2,15.9,22.3,38.2,298.02,979.93,-4.4,1639.7,40.8,5775
1996,6,15,160.8,5.2,-3.7,19.6,12.5,23.9,36.4,298.12,972,-28.1,1482.9,40.2,5815
1996,6,16,259.2,9.9,-1.2,29.9,17.7,20.5,38.2,297.06,933.48,-4.1,13.6,48.1,5824
1996,6,26,252.3,6.1,-3.9,39.3,19.9,22.9,42.8,300.05,984.94,-15.4,2786.6,67.5,5842
1996,6,27,388.8,6.7,-2.8,49.5,25.3,28.1,53.4,298.15,974.66,-245.5,228.8,86.9,5897
1996,6,28,255.6,4.7,-5,40.5,22.5,23.5,46,299.45,984.97,-2.6,1931.8,70.3,5833
1996,6,29,255.6,8.8,-2.4,39.5,20.3,20.3,40.6,297.23,931.01,-4.5,1403.7,65.3,5821
1996,6,30,296.7,7.5,-4.7,41.7,21.5,21.5,43,299.35,949.99,7,3737.9,67.6,5820
1996,7,1,295,5.7,-3.1,40.1,21.9,23.5,45.4,298.02,978.94,-21.6,1152.4,67.7,5800
1996,7,2,223.2,8.6,-0.1,31.5,15.7,25.1,40.8,297.45,982.56,-163.9,89.7,53,5845
1996,7,3,267.7,5.2,-5,40.7,21.7,24.1,45.8,300.02,982.35,-48.1,2602.7,69,5851
1996,7,4,252.9,4.7,-5.5,38.7,20.5,24.1,44.6,300.22,982.35,-17.8,3131.5,69.5,5839
1996,7,5,234.2,7.5,-1.2,34.3,18.3,22.9,41.2,297.71,990.16,-78.2,413.6,64.7,5824
1996,7,6,253.2,7.6,-3.4,38.1,21.5,21.7,43.2,297.06,933.48,-4,1556.1,60.9,5804
1996,7,7,321.6,9.9,0.2,38.4,22.2,22.2,44.4,298.71,992.6,-182.2,524.9,77.6,5896
1996,7,8,254.3,8.7,-0.5,33.5,18.5,20.9,39.4,298.02,979.93,-46.2,328.1,65.8,5853
1996,7,9,272.2,4.6,-5.5,38.3,22.7,24.5,47.2,299.73,995.07,-5.2,16.6,67.5,5835
1996,7,10,236,5.9,-3.6,33.1,20.1,23.9,44,298.83,982.44,-30,1641.7,58.9,5837
1996,7,11,277.3,8,-3.6,41.7,22.1,22.3,44.4,298.14,947.68,-0.2,2651.9,64.2,5819
1996,7,12,319.6,7.5,-4.3,45.5,23.9,25.5,49.4,298.34,947.68,-30.4,1782.2,66.2,5836
1996,7,13,226.5,8.7,-1,28.7,16.3,23.3,39.6,298.91,992.6,-134.7,525.8,54.7,5879
1996,7,14,275.3,5.5,-4.1,41.7,22.9,23.7,46.6,299.26,969.16,-23.5,2307.9,75.7,5839
1996,7,15,283.7,7.1,-2.1,39.5,22.1,23.3,45.4,298.07,985.06,-54.5,744,71,5861
1996,7,16,286.7,7.3,-2.3,36.3,20.5,22.9,43.4,299.08,987.56,-39.6,35.7,71.9,5841
1996,7,17,255.8,5.4,-4.7,35.7,20.3,24.3,44.6,299.91,992.57,-23.1,2404.4,64.9,5869
1996,7,18,235,7.8,-1.6,32.5,17.9,22.3,40.2,298.61,979.87,-54.4,1048.9,62.5,5867
1996,7,19,285,7.2,-5,37.1,22.3,24.3,46.6,299.31,942.96,-12.9,3569.7,59.5,5842
1996,7,20,237,10,-0.7,29.9,18.1,20.9,39,296.75,947.71,-0.1,12.1,52.1,5806
1996,7,21,267.4,9.5,-0.2,37.9,19.7,22.1,41.8,294.27,894.83,-102.3,8.8,59.7,5814
1996,7,22,307,9.1,-2.9,38,19.4,21.4,40.8,299.15,950.01,20.2,0,63.8,5819
1996,7,23,296.2,8,-3.9,39.7,21.5,21.5,43,299.14,947.68,-0.1,2499.4,65.2,5802
1996,7,24,287,10.5,-4.3,40,20.2,20.4,40.6,297.35,949.99,0,4.8,65.5,5782
1996,7,25,327.7,9,-2.5,41.4,21,21.6,42.6,298.52,942.98,-3.3,1157.2,72.7,5780
1996,7,26,297.5,8.6,-2.8,42.1,21.7,22.1,43.8,297.99,928.45,-11.3,1733.5,72.5,5819
1996,7,27,276.1,7.5,-3.2,38.9,20.9,20.9,41.8,296.91,940.68,-1.4,1611.8,60.8,5771
1996,7,28,278.4,7.6,-3.2,40.9,21.1,23.5,44.6,296.35,910.71,-24.6,0.4,61.8,5828
1996,7,29,296.4,10,-1.7,46.4,22.6,25.8,48.4,297.67,935.84,-136.5,1276,69.3,5883
1996,7,30,262.8,8.3,-2.5,42.3,21.3,23.9,45.2,296.74,923.56,-63,1172.6,62.5,5808
1996,7,31,269.1,6.3,-4.6,42.5,22.5,23.9,46.4,297.22,915.82,-30.2,3021.4,64.6,5781
1996,8,1,270.5,7.2,-2.3,41.3,22.3,23.1,45.4,298.93,991.11,-44.2,523.8,75.4,5826
1996,8,2,272.9,9,-2.8,41.5,21.1,21.7,42.8,298.52,942.98,-3.1,1831.9,69.1,5831
1996,8,3,261.9,8.7,-2.1,40.5,20.9,21.9,42.8,296.86,933.48,-10,445.8,67.9,5801
1996,8,4,247.3,9.6,-1.3,39.5,20.9,20.9,41.8,297.15,947.71,-0.2,518.5,66.2,5802
1996,8,5,250.4,7.6,-3.3,38.7,21.5,22.9,44.4,296.9,938.31,-2.6,693.1,59.8,5809
1996,8,6,254,9.1,-3.1,40.7,21.3,21.5,42.8,297.75,949.99,0,0.2,63.4,5799
1996,8,7,281.9,8.8,-2.7,37.9,19.3,19.3,38.6,298.55,949.99,6.8,2269.6,65,5778
1996,8,8,265.1,10,0.4,37.1,19.7,19.9,39.6,294.92,938.42,-1.7,48.3,59.1,5777
1996,8,9,259.9,7.2,-4.4,42.7,22.7,22.9,45.6,298.35,949.99,6.7,1904.7,67.6,5820
1996,8,10,225.9,6.2,-3.4,32.9,18.5,21.5,40,299.53,995.07,-3.1,746.8,57,5825
1996,8,11,286,7.8,-1.7,38.3,22.1,22.1,44.2,298.71,992.6,-59.5,555.7,71.8,5865
1996,8,12,249.5,5.4,-4.3,34.7,20.7,25.9,46.6,299.08,987.56,-70,1550.5,65.3,5858
1996,8,13,218.2,5.5,-3.8,29.7,18.3,21.9,40.2,299.06,985,-12.3,1172.7,56.1,5811
1996,8,14,244.2,8,-3.2,34.7,20.1,22.7,42.8,297.55,949.99,6.5,1682.1,52.6,5814
1996,8,15,211.9,6.2,-3.1,38.5,19.1,24.9,44,298.46,985.03,-68.4,1035.3,63.7,5846
1996,8,16,271.6,6.9,-2.5,40.5,21.7,21.7,43.4,298.71,992.6,-6.7,1197,73,5823
1996,8,17,246.8,5.3,-3.6,36.5,20.5,24.9,45.4,298.1,990.13,-48.2,2203,61.7,5809
1996,8,18,244.3,6.6,-3.1,36.7,18.9,23.9,42.8,299.08,987.56,-45.8,1115.2,66.2,5850
1996,8,19,269.1,7.2,-2,41.7,22.1,22.1,44.2,298.52,992.63,-14.4,609.1,75.6,5828
1996,8,20,247.6,6.7,-2,36.3,20.5,22.3,42.8,297.69,987.63,-18,450.9,60.9,5804
1996,8,21,249.9,6.4,-2.2,40.9,22.5,22.7,45.2,297.54,997.57,-18.6,636.9,67.7,5790
1996,8,22,136.2,7.7,-2.5,17.6,12.1,20.9,33,296.95,999.98,0,228.7,38.5,5767
1996,8,23,220.3,6.4,-2.4,34.3,18.7,24.1,42.8,297.74,995.13,-24.6,993.7,56.4,5803
1996,8,24,171.6,4.3,-4,26.1,17.7,20.9,38.6,297.74,995.13,-0.4,1932.3,41.2,5745
1996,8,25,257.2,4.8,-4.9,36.7,21.7,24.9,46.6,299.51,992.6,-34.1,1687.5,66.2,5836
1996,8,26,239.9,7.1,-2.3,34.7,18.5,23.3,41.8,298.68,987.59,-23.3,45.5,57.8,5847
1996,8,27,281.6,7.8,-1.3,36.5,18.9,23.7,42.6,297.84,982.53,-88.7,515.1,64.2,5841
1996,8,28,296.8,8.6,-0.4,36.5,20.5,20.5,41,298.1,990.13,-4.3,4.2,67.2,5827
1996,8,29,251.8,5.7,-4.8,38.3,20.3,25.5,45.8,300.25,984.94,-51.8,3489.4,70.5,5879
1996,8,30,263.1,6.4,-3.5,30.5,19.9,24.1,44,299.33,995.07,-62.2,1654.6,59.3,5854
1996,8,31,291.1,6.6,-2.4,33.9,21.7,24.9,46.6,297.59,977.34,-106,713.8,59.1,5846
1996,9,1,244.8,4.4,-5,38.3,20.5,25.7,46.2,299.08,993.48,-37.3,1376.6,63.1,5823
1996,9,2,204.4,5.3,-4,28.3,17.7,23.5,41.2,298.48,987.59,-20.4,1091.7,54.8,5814
1996,9,3,181.6,4,-5.1,30.7,19.3,25.7,45,298.28,987.59,-29.2,1551,53.4,5806
1996,9,4,233.1,4.3,-5.3,35.7,20.9,23.3,44.2,299.26,985,-12.2,2665.6,62.8,5816
1996,9,5,275.5,9.8,0.9,37.9,19.9,24.1,44,297.47,985.12,-151.8,0.7,66,5850
1996,9,6,250.8,5.8,-3.2,38.9,22.7,24.1,46.8,298.1,990.13,-24.8,1270.2,63.8,5815
1996,9,7,197.6,7.5,-1.7,29.9,16.3,22.5,38.8,298.07,985.06,-37.4,540.2,54.9,5830
1996,9,8,208.5,4.5,-4.1,37.5,20.9,24.9,45.8,297.42,979.97,-35.3,1110.8,61.9,5806
1996,9,9,161.9,2.8,-5.7,29.7,18.9,26.1,45,297.4,977.37,-25.4,1532.1,44.9,5779
1996,9,10,222.4,3.3,-6.1,37.9,22.5,24.9,47.4,299.08,987.56,-23.4,1804.8,59,5799
1996,9,11,198.4,4.7,-4.4,28.4,19.3,25.7,45,298.38,977.28,-71,1639.9,49.9,5814
1996,9,12,219.6,8.8,-0.5,35.1,16.9,23.3,40.2,298.02,979.93,-132.9,196.1,62.4,5869
1996,9,13,206.1,3,-6.4,31.9,20.3,25.1,45.4,299.23,982.41,-20.1,3505.5,51.6,5796
1996,9,14,206.1,2.9,-6.4,36.3,19.9,25.3,45.2,299.06,969.16,-42.4,2276.1,54.7,5813
1996,9,15,290.8,2.7,-9.8,39.3,24.5,26.1,50.6,300.35,928.23,-6.8,5930.6,55.5,5837
1996,9,16,218.6,7.1,-3.2,32.1,19.3,25.3,44.6,295.55,900.08,-84.9,1089.4,46.4,5823
1996,9,17,297.7,3.3,-8.3,45.3,23.9,27.1,51,298.72,942.98,-3.1,3869.7,54.5,5796
1996,9,18,305.2,5.3,-4.9,45.9,23.9,23.9,47.8,301.35,949.99,0,2481.8,75.2,5859
1996,9,19,249.1,6.1,-3,37.7,21.3,26.9,48.2,292.85,859.49,-182.7,646.1,45.8,5824
1996,9,20,199.7,3.2,-4.9,11.4,18.7,24.5,43.2,297.42,979.97,-24.3,1549.2,34.8,5757
1996,9,21,220.9,5.2,-3.6,24.8,16.9,23.1,40,297.92,972.03,-31.1,963.4,49.2,5798
1996,9,22,253.4,6.4,-2.3,34.3,20.3,22.3,42.6,297.56,974.72,-46,923.7,55.4,5807
1996,9,23,244.7,6.4,-2,35.1,20.9,24.3,45.2,296.78,974.81,-100.6,178.5,60.1,5832
1996,9,24,173.9,4.9,-4,28.9,17.7,24.7,42.4,297.82,979.93,-40.7,1893.1,57.3,5811
1996,9,25,194.6,6.6,-2.3,34.3,17.9,23.7,41.6,297.4,977.37,-67.1,944.2,59,5833
1996,9,26,214.7,1.6,-7.6,38.7,23.1,25.3,48.4,299.06,985,-6.9,2611,58.6,5774
1996,9,27,216.4,4.3,-4.9,37.1,19.3,23.1,42.4,298.93,995.1,-3.6,2171.5,63.5,5787
1996,9,28,336.3,0.6,-8.1,42.7,26.5,26.5,53,298.33,995.1,-6.7,1037,60,5761
1996,9,29,237.1,6.6,-2.4,35.5,19.5,22.5,42,298.13,995.1,-14.9,927,60.2,5814
1996,9,30,251.4,4.4,-4.8,34.1,23.1,23.5,46.6,298.74,997.54,-3.4,1547.8,57.7,5796
1996,10,1,226.4,7,-2.7,37.5,18.9,26.3,45.2,299.13,1000.05,-156.9,994.1,63.4,5881
1996,10,2,178.9,4.9,-3.9,23,16.3,23.5,39.8,297.49,969.41,-48.4,1307.2,41,5794
1996,10,3,238.7,7.1,-1.8,39.1,21.7,23.7,45.4,297.71,990.16,-53.3,709.7,63.5,5823
1996,10,4,243.1,5.4,-4.2,39.9,22.3,22.3,44.6,299.13,995.07,-4.6,2118.7,65.7,5816
1996,10,5,292.8,8.2,-1.6,38.9,21.1,23.3,44.4,299.13,995.07,-65.4,1100.8,67,5856
1996,10,6,257.3,3.8,-4.9,39.7,23.3,24.7,48,297.91,990.13,-19.4,2144.1,62.2,5799
1996,10,7,139.2,8,0.9,20.5,11.5,19.5,31,295.08,982.74,-12.7,100.6,33.2,5749
1996,10,8,146.7,9.9,1.8,23.1,11.5,18.7,30.2,296.31,990.22,-34.3,146.4,41,5780
1996,10,9,133.8,7.3,1.9,23.9,14.9,20.1,35,292.03,956.68,-70.5,48.9,31.4,5718
1996,10,10,184.6,7.8,-0.7,27.7,18.1,24.1,42.2,293.83,975.14,0,0,37.2,5752
1996,10,11,134.7,8.5,3.4,9.8,14.5,19.9,34.4,291.68,959.52,-70.5,18.7,29.7,5721
1996,10,12,187,7.7,1.3,14.2,18.3,21.3,39.6,293.55,967.3,-71.3,3.9,36.4,5748
1996,10,13,145.7,7.9,0.1,4.4,13.9,20.9,34.8,295.63,977.55,-45.5,80,38.1,5771
1996,10,14,142.4,6.7,-0.4,30.1,14.9,23.3,38.2,294.49,964.43,-80.1,107.7,36.1,5766
1996,10,15,205.5,2.1,-3.5,29.2,22.1,28.9,51,292.57,967.45,-185.6,290.9,33,5730
1996,10,16,185.3,5.1,-2.2,34.7,17.9,25.7,43.6,295.18,972.37,-92.1,454.2,39.8,5754
1996,10,17,99.8,4.1,-2.7,20.4,12.3,26.3,38.6,294.21,959.03,-87.6,402.7,29.5,5738
1996,10,18,101.6,5.5,-1.1,19,13.5,24.5,38,294,972.52,-100.1,53,30.1,5739
1996,10,19,111.2,7.7,1.4,18.6,12.7,24.3,37,293.12,964.68,0,0,32,5771
1996,10,20,100.1,6.7,-0.1,16.8,12.5,23.1,35.6,294.49,982.8,-70.4,0.3,36.6,5752
1996,10,21,157.7,7.4,1,21.2,16.5,20.9,37.4,294.03,975.14,-33,7,36.7,5735
1996,10,22,182.7,8.3,1.8,14,17.5,22.3,39.8,293.8,972.55,0,0,36.2,5778
1996,10,23,189,7.6,1.3,8,18.5,21.7,40.2,293.31,964.65,-68.2,1.3,34.6,5758
1996,10,24,90.8,5.2,-1.8,2.8,14.1,24.3,38.4,294.44,977.68,-181.9,177.3,32,5764
1996,10,25,110.1,6.5,-0.4,21,13.3,24.1,37.4,294.39,972.46,-96.9,162.6,33.7,5746
1996,10,26,198,5,-2.2,36.1,21.5,27.3,48.8,294.49,964.43,-224.6,1063.1,47.4,5803
1996,10,27,270.2,6.3,-1.8,41.7,23.3,23.3,46.6,296.7,987.69,-44,1116.3,66,5790
1996,10,28,319.1,7.3,-2,44.1,24.5,24.5,49,296.15,999.98,0,82.8,66.6,5793
1996,10,29,271.7,10.3,2.8,34.3,20.3,20.3,40.6,295.95,997.6,0,0,61.9,5822
1996,10,30,258.4,8.7,2.4,33.1,21.5,24.7,46.2,293.73,990.34,-266.1,1.9,49.5,5776
1996,10,31,141.2,10,-1.2,20,10.7,21.3,32,294.75,999.98,6.1,15.6,38.3,5763
1996,11,1,41.7,10.7,-0.1,8.6,3.3,19.7,23,294.55,1007.98,0,0.1,23.7,5771
1996,11,2,172.2,10.9,4.5,19.2,14.5,18.9,33.4,293.93,990.31,0,0,37.5,5783
1996,11,3,166.5,10.5,4.7,14.4,14.7,22.3,37,292.91,982.93,0,0,35.5,5793
1996,11,4,192.3,4.3,-3.2,38.9,20.9,26.7,47.6,296.14,995.16,-57.9,802.2,46.1,5755
1996,11,5,199,2.1,-5.2,37.1,22.9,25.5,48.4,295.87,982.68,-8.4,1725.9,46.6,5722
1996,11,6,208,5.8,-2.1,38.1,21.3,23.7,45,296.24,980.09,-44,951.4,51.6,5775
1996,11,7,89.9,7.2,0.2,24.3,11.3,22.3,33.6,294.62,975.05,-64.9,33.2,39.2,5758
1996,11,8,165.9,6.7,0.3,32.7,17.7,22.3,40,293.83,975.14,-30.1,84,40.8,5737
1996,11,9,196.1,10.9,4.2,34.1,16.7,22.3,39,293.19,956.47,-245.6,17.7,44.1,5822
1996,11,10,228.9,8.5,2.6,18.4,21.1,21.3,42.4,292.42,956.62,-90.2,28.7,41.4,5756
1996,11,11,68.3,9.1,4.7,-0.2,8.3,20.5,28.8,289.77,962.57,0,0,22.4,5737
1996,11,12,46.6,11.2,8.1,1.4,3.6,17.7,21.3,287.6,946.58,0,0,17.9,5680
1996,11,13,60.6,11.4,5.5,2.2,7.1,20.7,27.8,288.31,973.28,0,0,18.4,5715
1996,11,14,52.4,10.8,7,5.6,2.6,22.3,24.9,288.83,965.41,0,0,20.8,5718
1996,11,15,108.5,15.7,11.9,1.8,7.3,15.7,23,287.5,940.9,0,0,21.2,5761
1996,11,16,87.2,15.3,11.3,1.8,7.5,16.9,24.4,288.57,960.13,0,0,24.6,5751
1996,11,17,91.5,11.6,9.3,8.2,12.9,20.3,33.2,286.06,946.98,0,0,18.9,5696
