SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,Date,TH
279.3,6.8,-3.1,39.5,22.3,22.3,44.6,299.33,995.07,-2.2,1805.3,71.6,5838,05/09/1998,1
213.4,7.8,-1.3,33.9,17.5,23.1,40.6,297.91,990.13,-142.3,168.0,63.9,5860,06/09/1998,0
237.4,7.9,-1.0,36.5,18.9,21.9,40.8,298.1,990.13,-31.0,463.4,71.2,5831,07/09/1998,0
278.5,9.4,0.6,37.9,19.1,20.9,40.0,297.74,995.13,-79.8,7.6,73.0,5847,08/09/1998,0
268.8,7.7,-0.9,39.3,20.7,21.1,41.8,297.51,990.16,-2.9,11.4,73.9,5819,09/09/1998,0
261.1,4.9,-4.5,39.7,22.5,25.7,48.2,298.71,992.6,-64.6,2606.9,66.0,5835,10/09/1998,0
285.1,7.9,-0.7,40.5,22.3,22.3,44.6,297.47,985.12,-36.4,179.2,72.5,5826,11/09/1998,1
274.1,6.0,-3.5,38.3,21.9,22.5,44.4,298.93,995.1,-14.7,1235.3,70.7,5819,12/09/1998,0
273.6,6.6,-2.2,36.9,21.7,23.3,45.0,297.62,979.97,-21.2,604.1,60.9,5818,13/09/1998,0
257.2,7.2,-1.6,36.1,21.3,23.3,44.6,297.49,987.66,-53.5,733.7,61.5,5829,14/09/1998,0
202.4,9.5,0.7,27.5,14.9,20.7,35.6,297.4,977.37,0.0,0.0,53.0,5849,15/09/1998,0
235.5,7.8,-1.5,30.9,18.3,21.7,40.0,298.41,979.87,-83.9,187.7,55.1,5854,16/09/1998,0
154.7,3.8,-5.4,27.3,15.7,22.3,38.0,298.71,971.91,-7.5,2498.8,49.4,5792,17/09/1998,0
181.7,6.6,-2.5,29.9,15.9,23.1,39.0,298.02,979.93,-26.4,898.3,50.2,5817,18/09/1998,0
209.2,6.5,-2.8,29.7,16.7,23.1,39.8,298.15,974.66,-41.2,1162.4,50.9,5834,19/09/1998,0
207.3,4.3,-5.3,32.9,18.5,25.1,43.6,299.08,987.56,-22.3,1800.0,54.2,5822,20/09/1998,1
206.7,6.2,-3.1,30.9,17.5,22.5,40.0,298.41,979.87,-5.2,1186.9,56.1,5815,21/09/1998,1
181.7,5.2,-4.4,25.9,16.5,22.1,38.6,299.06,985.0,-11.6,2091.7,52.5,5818,22/09/1998,1
182.0,5.7,-4.0,28.7,17.3,23.3,40.6,298.83,982.44,-26.5,1301.3,57.0,5835,23/09/1998,0
166.7,3.9,-5.6,30.9,17.5,25.1,42.6,298.61,979.87,-7.4,2517.6,49.1,5811,24/09/1998,0
172.5,2.2,-6.5,34.7,19.9,28.1,48.0,297.3,969.41,-81.4,2535.5,45.2,5806,25/09/1998,0
145.7,3.2,-6.0,26.9,15.7,24.9,40.6,298.38,977.28,-14.1,3081.2,42.9,5781,26/09/1998,1
154.7,6.6,-2.7,27.5,13.5,24.1,37.6,297.9,958.33,-72.1,1570.7,43.7,5830,27/09/1998,1
188.8,6.0,-2.7,34.5,18.3,25.3,43.6,297.07,966.75,-105.0,536.7,54.2,5823,28/09/1998,0
184.0,6.3,-2.2,34.5,18.3,24.3,42.6,297.05,982.59,-52.0,838.5,56.3,5799,29/09/1998,1
201.2,6.1,-2.8,35.7,19.5,24.3,43.8,297.62,979.97,-63.0,551.4,59.2,5817,30/09/1998,1
191.6,6.1,-2.7,34.7,18.7,24.3,43.0,298.1,997.05,-56.4,838.3,63.1,5824,01/10/1998,1
152.9,5.1,-2.9,28.1,16.3,24.1,40.4,296.41,977.46,-30.8,1146.5,46.8,5771,02/10/1998,1
278.1,6.7,-3.1,43.7,22.3,27.9,50.2,298.46,985.03,-192.4,14.7,73.5,5892,03/10/1998,1
218.2,5.9,-2.1,32.7,20.3,22.3,42.6,296.41,977.46,-20.1,500.4,49.7,5770,04/10/1998,0
172.9,5.5,-3.2,30.9,18.1,21.7,39.8,297.71,990.16,-10.7,918.8,54.6,5783,05/10/1998,0
148.4,5.8,-2.9,24.9,15.5,23.5,39.0,297.17,974.78,-32.1,25.3,40.5,5799,06/10/1998,0
276.2,7.1,-2.6,19.4,23.3,24.3,47.6,298.61,979.87,-88.7,1008.8,56.1,5856,07/10/1998,0
164.8,6.7,-2.1,20.2,15.7,23.1,38.8,297.4,977.37,-62.5,1005.1,41.6,5812,08/10/1998,0
218.0,5.9,-3.2,33.7,19.9,24.9,44.8,297.71,958.36,-95.1,3099.1,46.5,5822,09/10/1998,0
120.7,4.7,-4.4,24.5,12.7,22.9,35.6,298.15,974.66,-22.5,1563.4,45.5,5801,10/10/1998,0
98.6,3.0,-6.0,17.2,12.5,26.3,38.8,297.92,972.03,-38.6,2008.7,35.2,5794,11/10/1998,0
172.9,5.6,-3.6,29.9,17.3,25.1,42.4,297.99,977.31,-60.9,1731.3,47.8,5819,12/10/1998,0
132.2,4.6,-4.0,21.2,13.9,23.9,37.8,296.82,952.87,-77.5,1271.8,37.0,5803,13/10/1998,1
179.7,6.2,-2.7,28.9,16.9,23.9,40.8,297.4,977.37,-60.7,704.8,46.3,5813,14/10/1998,0
244.6,6.5,-2.6,37.7,20.9,22.3,43.2,298.09,987.63,-24.7,1459.6,65.5,5815,15/10/1998,0
250.5,6.4,-2.2,38.9,21.5,21.5,43.0,297.74,995.13,-0.3,805.9,65.8,5781,16/10/1998,0
245.1,5.7,-3.4,37.3,22.1,25.7,47.8,298.1,990.13,-56.1,1350.4,65.4,5823,17/10/1998,0
278.1,7.2,-2.7,40.1,23.1,24.3,47.4,299.33,995.07,-73.4,1875.7,67.1,5860,18/10/1998,0
182.1,12.5,6.0,32.1,15.9,23.3,39.2,287.11,842.4,0.0,0.0,38.6,5812,19/10/1998,1
257.2,5.5,-4.5,36.1,20.9,23.3,44.2,299.94,997.54,-7.5,1918.5,66.1,5843,20/10/1998,0
197.8,6.9,-1.7,30.7,15.7,22.3,38.0,297.47,985.12,-21.1,879.9,53.8,5808,21/10/1998,0
202.0,6.6,-1.7,28.7,17.3,21.9,39.2,296.81,977.43,-26.2,741.8,45.3,5792,22/10/1998,0
209.1,6.3,-2.5,28.0,18.7,23.5,42.2,297.42,979.97,-20.7,107.2,49.8,5804,23/10/1998,0
176.8,8.6,0.5,30.7,15.9,19.3,35.2,296.46,982.62,-11.0,173.1,46.7,5777,24/10/1998,0
214.3,5.4,-2.9,34.7,21.7,23.1,44.8,296.64,980.06,-22.2,1143.3,51.1,5785,25/10/1998,0
184.2,7.2,-0.8,22.8,16.3,23.9,40.2,295.93,969.62,-118.3,427.7,39.8,5799,26/10/1998,0
180.3,3.6,-4.4,29.2,19.3,25.9,45.2,296.0,961.44,-54.4,1889.1,40.5,5769,27/10/1998,0
34.9,9.1,3.3,8.8,-0.4,24.3,23.9,291.83,945.45,0.0,0.0,22.7,5777,28/10/1998,0
107.3,10.2,4.7,28.5,11.3,26.9,38.2,290.95,939.9,0.0,0.0,39.7,5794,29/10/1998,0
244.6,7.0,-0.3,40.9,23.1,23.1,46.2,295.08,982.74,-62.1,34.9,66.1,5778,30/10/1998,0
209.6,5.7,-1.5,35.5,22.1,22.9,45.0,295.34,995.16,-0.6,20.9,53.1,5733,31/10/1998,0
186.0,6.8,-0.2,30.5,18.9,24.1,43.0,295.51,999.61,-77.6,14.0,48.9,5768,01/11/1998,0
119.4,2.1,-5.1,29.9,16.9,26.5,43.4,294.98,972.4,-24.3,0.2,42.3,5733,02/11/1998,0
45.8,5.4,-0.7,11.0,9.9,24.9,34.8,293.08,961.96,-105.4,6.9,29.5,5730,03/11/1998,0
115.4,9.6,3.1,22.4,11.3,22.3,33.6,293.14,953.66,-129.8,13.8,42.3,5768,04/11/1998,0
135.1,10.7,5.1,18.2,13.5,23.3,36.8,291.55,951.22,0.0,0.0,36.2,5773,05/11/1998,0
27.2,8.3,2.7,13.4,0.2,26.9,27.1,291.55,951.22,0.0,0.0,30.2,5786,06/11/1998,0
36.9,10.7,5.5,13.4,-3.8,22.1,18.3,291.17,951.31,0.0,0.0,28.9,5755,07/11/1998,0
68.1,9.1,3.1,12.0,7.1,23.9,31.0,292.37,953.84,0.0,0.0,32.1,5774,08/11/1998,0
126.6,9.3,3.2,15.4,12.1,22.7,34.8,292.65,959.34,0.0,0.0,31.5,5764,09/11/1998,1
141.0,5.7,-1.8,25.9,14.9,24.3,39.2,295.4,974.96,-61.2,609.8,40.0,5754,10/11/1998,0
121.5,9.9,3.8,19.1,9.7,21.3,31.0,292.77,967.42,0.0,0.0,36.7,5764,11/11/1998,0
156.3,5.4,-1.1,30.5,18.5,27.1,45.6,293.61,972.58,-152.4,128.6,38.2,5750,12/11/1998,0
103.1,8.0,2.7,22.8,11.9,24.9,36.8,292.03,972.76,-190.2,3.1,33.1,5736,13/11/1998,0
31.0,10.5,5.4,6.8,2.6,24.1,26.7,291.13,962.33,0.0,0.0,26.5,5768,14/11/1998,0
231.8,9.8,4.5,20.0,20.5,24.5,45.0,290.81,942.86,0.0,0.0,49.2,5799,15/11/1998,0
288.0,10.7,4.2,34.3,22.5,22.5,45.0,293.04,959.24,0.0,0.0,58.5,5814,16/11/1998,0
204.4,7.5,0.1,27.3,18.5,22.1,40.6,295.52,990.25,-9.3,0.1,45.4,5782,17/11/1998,0
201.5,9.9,2.2,27.9,15.5,20.9,36.4,295.45,980.15,-278.7,17.0,44.1,5808,18/11/1998,0
188.9,3.3,-3.7,20.4,22.5,24.9,47.4,294.81,975.05,-48.4,11.8,34.9,5744,19/11/1998,0
114.6,3.9,-3.3,21.8,14.7,25.5,40.2,294.98,972.4,-80.8,320.3,36.4,5766,20/11/1998,0
139.9,7.4,1.1,28.3,15.9,25.1,41.0,293.31,964.65,0.0,0.0,44.1,5773,21/11/1998,1
287.2,9.9,-0.2,29.5,17.9,19.3,37.2,295.35,999.98,0.0,56.0,47.3,5752,22/11/1998,0
248.7,10.2,3.5,30.5,19.5,19.5,39.0,294.55,997.6,-99.5,0.4,51.0,5766,23/11/1998,0
86.8,9.6,4.6,4.6,9.3,21.9,31.2,291.62,970.23,0.0,0.0,26.5,5733,24/11/1998,0
42.7,13.0,8.7,9.0,2.6,21.9,24.5,288.34,934.8,0.0,0.0,24.7,5762,25/11/1998,0
78.1,14.9,11.0,4.4,6.7,19.7,26.4,288.12,954.79,0.0,0.0,23.8,5773,26/11/1998,0
27.2,19.2,16.4,1.4,-20.6,19.9,-0.7,286.25,946.91,0.0,0.0,21.4,5790,27/11/1998,0
25.2,16.0,11.8,1.6,-2.6,18.1,15.5,288.96,960.04,0.0,0.0,23.8,5762,28/11/1998,0
21.3,12.4,9.2,6.2,-9.6,21.3,11.7,287.41,946.61,0.0,0.0,18.2,5717,29/11/1998,0
23.3,11.5,7.0,6.0,-0.8,23.3,22.5,289.7,975.66,0.0,0.0,23.9,5754,30/11/1998,0
50.4,13.6,11.7,6.8,1.0,21.3,22.3,287.33,985.08,0.0,0.0,20.3,5730,01/12/1998,0
62.1,11.8,8.0,5.4,-1.2,25.1,23.9,288.03,949.26,0.0,0.0,18.6,5739,02/12/1998,0
40.7,15.3,12.9,0.4,4.5,21.3,25.8,285.87,947.04,0.0,0.0,14.7,5740,03/12/1998,0
36.9,18.8,17.0,-4.0,1.9,19.3,21.2,283.48,915.24,0.0,0.0,14.9,5768,04/12/1998,0
62.1,19.2,18.3,-5.4,2.9,18.5,21.4,282.63,927.84,0.0,0.0,13.1,5756,05/12/1998,0
52.4,15.5,13.8,-4.0,0.0,19.7,19.7,284.33,936.08,0.0,0.0,14.0,5750,06/12/1998,0
41.2,15.1,12.5,-4.2,5.3,20.9,26.2,285.34,938.64,0.0,0.0,20.7,5781,07/12/1998,0
106.8,9.2,5.6,5.4,15.5,22.1,37.6,288.15,957.5,0.0,0.0,22.2,5736,08/12/1998,0
95.0,14.5,11.5,-1.4,8.3,16.3,24.6,286.43,935.41,0.0,0.0,20.0,5740,09/12/1998,0
100.8,8.7,5.0,5.4,12.7,19.7,32.4,288.76,960.07,0.0,0.0,20.5,5687,10/12/1998,0
129.7,11.7,4.5,-3.8,11.1,17.1,28.2,289.15,960.01,0.0,0.0,21.3,5715,11/12/1998,0
116.4,11.4,8.4,-4.6,10.9,18.3,29.2,287.22,946.67,0.0,0.0,20.5,5681,12/12/1998,0
127.4,16.0,12.5,-4.4,6.9,14.9,21.8,288.48,970.69,0.0,0.0,22.3,5687,13/12/1998,0
57.6,12.5,8.9,-6.4,6.1,20.1,26.2,287.88,952.07,0.0,0.0,19.1,5719,14/12/1998,0
46.6,14.0,11.6,-7.0,4.6,20.7,25.3,285.47,935.71,0.0,0.0,18.4,5730,15/12/1998,0
40.7,11.4,9.6,-3.0,1.4,20.9,22.3,285.39,941.51,0.0,0.0,13.4,5667,16/12/1998,0
64.0,12.4,10.8,-2.6,7.7,22.1,29.8,284.76,938.83,0.0,0.0,11.8,5675,17/12/1998,0
71.8,13.4,12.6,-4.6,1.8,20.9,22.7,283.56,936.33,0.0,0.0,13.5,5674,18/12/1998,0
36.9,5.7,4.7,1.2,12.0,24.3,36.3,284.98,952.77,0.0,0.0,15.5,5606,19/12/1998,0
44.6,13.5,12.4,-3.8,-15.2,23.3,8.1,284.33,947.43,0.0,0.0,12.8,5690,20/12/1998,0
31.0,10.6,8.9,-2.8,1.6,23.3,24.9,285.9,965.9,0.0,0.0,16.2,5695,21/12/1998,0
60.1,10.7,10.3,-1.0,5.4,24.9,30.3,283.82,953.05,0.0,0.0,15.3,5668,22/12/1998,0
67.9,13.1,12.1,-7.8,6.2,18.5,24.7,284.63,955.58,0.0,0.0,15.9,5682,23/12/1998,0
93.8,11.8,10.5,-5.0,10.9,19.5,30.4,285.01,955.49,0.0,0.0,17.8,5670,24/12/1998,0
67.9,9.2,8.2,-1.6,2.2,23.9,26.1,283.95,936.2,0.0,0.0,14.4,5659,25/12/1998,0
60.1,12.7,12.0,-4.4,-1.8,22.3,20.5,283.37,936.39,0.0,0.0,15.1,5683,26/12/1998,0
48.5,14.7,13.7,-9.6,-1.6,19.9,18.3,283.26,930.56,0.0,0.0,16.0,5721,27/12/1998,0
42.7,12.7,12.6,-3.6,-10.8,23.3,12.5,281.88,928.12,0.0,0.0,12.2,5681,28/12/1998,0
56.3,14.3,15.2,-6.0,-1.6,20.3,18.7,281.21,945.51,0.0,0.0,12.0,5666,29/12/1998,0
44.6,15.2,16.0,-8.2,-0.6,20.1,19.5,281.21,945.51,0.0,0.0,13.7,5680,30/12/1998,0
64.0,14.3,14.4,-5.0,7.2,21.1,28.3,282.63,950.64,0.0,0.0,16.4,5670,31/12/1998,0
64.0,13.0,14.4,-3.6,9.4,21.1,30.5,283.61,992.02,0.0,0.0,19.0,5653,01/01/1999,0
52.4,13.0,12.9,-7.4,8.7,19.3,28.0,282.12,921.98,0.0,0.0,11.9,5644,02/01/1999,0
36.9,17.7,17.0,-12.8,-0.4,18.7,18.3,282.75,933.7,0.0,0.0,16.6,5746,03/01/1999,0
27.2,13.7,12.5,-8.4,6.4,20.1,26.5,285.12,966.05,0.0,0.0,18.8,5702,04/01/1999,0
33.0,16.6,15.4,-9.4,3.2,19.1,22.3,284.69,960.89,0.0,0.0,18.2,5724,05/01/1999,0
33.0,15.1,13.7,-5.0,-1.0,20.7,19.7,285.24,958.11,0.0,0.0,16.1,5712,06/01/1999,0
48.5,10.7,8.1,-9.8,7.0,17.3,24.3,287.14,955.0,0.0,0.0,20.7,5684,07/01/1999,0
100.9,9.7,8.5,7.2,10.0,23.3,33.3,285.37,952.68,0.0,0.0,20.9,5639,08/01/1999,0
140.3,5.0,3.5,14.4,21.1,25.5,46.6,285.95,952.53,0.0,0.0,19.9,5614,09/01/1999,0
93.1,7.8,7.9,4.6,11.4,23.3,34.7,283.51,944.87,0.0,0.0,15.0,5561,10/01/1999,0
42.7,15.4,16.7,0.6,-3.2,17.3,14.1,282.21,971.6,0.0,0.0,14.6,5600,11/01/1999,0
52.4,14.5,16.5,0.8,10.7,20.9,31.6,279.64,943.22,0.0,0.0,11.7,5630,12/01/1999,0
62.1,11.8,12.7,4.4,-13.6,23.1,9.5,281.86,950.82,0.0,0.0,13.3,5624,13/01/1999,0
85.4,11.6,11.5,2.2,-0.4,20.3,19.9,283.71,961.07,0.0,0.0,14.9,5629,14/01/1999,0
54.3,11.2,10.8,1.2,-0.6,23.1,22.5,282.05,918.96,0.0,0.0,17.1,5673,15/01/1999,0
67.9,12.3,13.0,4.2,-4.4,23.3,18.9,280.86,925.49,0.0,0.0,14.4,5639,16/01/1999,0
71.8,11.4,12.0,4.4,11.5,23.5,35.0,282.21,948.01,0.0,0.0,15.4,5633,17/01/1999,0
52.4,16.2,16.9,-2.6,7.5,20.1,27.6,282.37,963.94,0.0,0.0,13.7,5659,18/01/1999,0
66.0,12.6,13.9,-3.2,0.4,23.7,24.1,281.38,961.56,0.0,0.0,13.1,5663,19/01/1999,0
64.0,12.2,13.3,2.6,11.7,27.5,39.2,279.72,916.85,0.0,0.0,12.4,5651,20/01/1999,0
64.0,10.3,10.2,7.0,12.5,29.1,41.6,283.08,955.92,0.0,0.0,14.0,5683,21/01/1999,0
75.7,7.4,7.7,9.4,6.2,31.5,37.7,281.68,928.18,0.0,0.0,13.6,5666,22/01/1999,0
62.1,12.2,11.8,6.6,9.3,24.5,33.8,283.23,939.32,0.0,0.0,13.3,5661,23/01/1999,0
78.3,17.5,16.1,-0.8,5.7,19.3,25.0,284.59,952.87,0.0,0.0,21.1,5731,24/01/1999,0
56.3,13.1,11.5,-1.0,1.0,20.5,21.5,284.59,930.1,0.0,0.0,16.3,5691,25/01/1999,0
67.9,19.0,18.9,-4.6,-0.6,15.9,15.3,282.75,945.08,0.0,0.0,17.2,5712,26/01/1999,0
77.6,21.8,22.1,-9.8,-8.2,13.5,5.3,282.01,948.04,0.0,0.0,18.1,5735,27/01/1999,0
73.7,19.8,20.4,-2.6,3.7,18.9,22.6,282.08,953.48,0.0,0.0,15.0,5708,28/01/1999,0
93.1,16.0,15.3,0.2,-0.6,21.7,21.1,284.05,955.7,0.0,0.0,16.2,5722,29/01/1999,0
79.5,12.7,11.8,0.8,7.2,19.5,26.7,283.63,921.37,0.0,0.0,17.8,5671,30/01/1999,0
70.2,15.8,15.9,4.0,7.3,20.1,27.4,281.33,913.01,0.0,0.0,18.7,5701,31/01/1999,0
68.4,11.8,12.6,0.2,10.5,22.5,33.0,284.17,983.93,0.0,0.0,17.7,5656,01/02/1999,0
67.9,16.8,17.7,-1.4,2.2,21.3,23.5,280.46,934.46,0.0,0.0,14.5,5696,02/02/1999,0
42.7,10.9,9.9,6.0,10.1,28.3,38.4,282.65,912.43,0.0,0.0,15.9,5696,03/02/1999,0
78.2,8.2,6.0,14.2,13.7,27.5,41.2,285.35,929.82,0.0,0.0,23.8,5692,04/02/1999,0
36.9,8.0,6.3,9.6,4.0,28.9,32.9,283.06,888.9,0.0,0.0,16.7,5702,05/02/1999,0
73.7,9.7,8.6,19.1,4.8,24.9,29.7,283.95,936.2,0.0,0.0,19.1,5671,06/02/1999,0
71.8,10.5,9.2,17.1,4.8,23.5,28.3,284.43,941.79,0.0,0.0,19.4,5673,07/02/1999,0
38.8,12.1,11.8,3.4,10.1,27.5,37.6,281.94,922.07,0.0,0.0,16.1,5700,08/02/1999,0
31.0,8.0,5.9,7.0,5.2,26.5,31.7,285.82,944.23,0.0,0.0,18.3,5682,09/02/1999,0
58.2,6.3,2.8,19.2,9.0,28.3,37.3,287.7,932.02,0.0,0.0,28.1,5694,10/02/1999,0
33.0,9.3,6.2,5.8,1.4,27.5,28.9,287.17,943.86,0.0,0.0,18.8,5703,11/02/1999,0
56.4,6.7,3.0,21.2,13.3,28.9,42.2,287.93,943.65,0.0,0.0,25.9,5705,12/02/1999,0
150.8,5.6,1.6,20.8,19.5,25.9,45.4,288.89,954.61,0.0,0.0,28.3,5712,14/02/1999,0
81.1,6.8,2.8,13.0,13.7,24.5,38.2,288.73,957.38,0.0,0.0,27.5,5715,15/02/1999,0
40.7,8.2,5.8,15.2,3.2,28.9,32.1,286.01,944.17,0.0,0.0,24.9,5707,16/02/1999,0
50.4,10.1,7.0,11.8,8.1,25.5,33.6,286.56,932.39,0.0,0.0,24.8,5725,17/02/1999,0
73.6,10.3,7.4,13.4,8.9,24.9,33.8,287.06,949.51,0.0,0.0,23.7,5709,18/02/1999,0
89.2,11.5,8.2,5.4,6.2,23.9,30.1,287.06,938.13,0.0,0.0,19.9,5736,19/02/1999,0
96.6,6.9,3.0,15.8,12.9,25.5,38.4,288.51,943.47,0.0,0.0,24.6,5696,20/02/1999,0
117.1,12.0,8.6,11.6,11.9,22.3,34.2,287.55,943.74,0.0,0.0,25.2,5723,21/02/1999,0
108.7,4.2,1.5,3.8,16.5,27.3,43.8,287.0,935.23,-229.9,7.0,21.0,5626,22/02/1999,0
46.0,9.4,5.9,-8.0,9.3,27.3,36.6,287.65,949.36,0.0,0.0,21.4,5749,23/02/1999,0
132.6,4.6,-1.9,13.0,14.7,26.3,41.0,293.83,975.14,-136.0,1107.4,27.9,5743,24/02/1999,0
82.7,5.2,-1.0,15.4,11.1,28.3,39.4,293.53,987.87,-260.6,486.1,29.4,5750,25/02/1999,0
105.6,2.5,-3.7,14.8,14.3,30.1,44.4,292.93,942.28,-214.6,1515.6,23.9,5743,26/02/1999,0
111.5,0.3,-4.8,21.6,17.3,31.1,48.4,291.39,933.82,-150.6,1197.6,23.8,5688,27/02/1999,0
168.9,5.4,2.2,22.4,19.3,29.9,49.2,287.69,940.84,0.0,0.0,23.9,5685,28/02/1999,0
66.0,3.0,0.7,17.2,12.4,30.5,42.9,288.07,962.52,-376.9,32.9,17.2,5650,01/03/1999,0
54.3,6.8,5.3,9.8,9.8,26.3,36.1,284.06,908.58,0.0,0.0,16.4,5664,02/03/1999,0
50.4,7.3,5.2,6.0,6.6,26.9,33.5,286.01,944.17,0.0,0.0,17.7,5689,03/03/1999,0
86.3,9.6,6.4,5.8,12.1,24.9,37.0,287.69,952.13,0.0,0.0,22.6,5727,04/03/1999,0
70.1,12.2,7.9,0.6,6.1,22.5,28.6,289.54,959.92,0.0,0.0,23.3,5774,05/03/1999,0
66.0,12.3,6.9,0.2,2.4,21.9,24.3,292.03,972.76,0.0,0.0,23.5,5799,06/03/1999,0
85.4,11.7,7.6,-11.8,3.2,25.7,28.9,288.4,937.73,0.0,0.0,22.0,5806,07/03/1999,0
79.5,10.5,6.7,9.0,5.4,25.3,30.7,287.79,919.75,0.0,0.0,23.5,5777,08/03/1999,0
81.5,11.6,6.1,3.6,-0.8,26.1,25.3,292.21,970.14,0.0,0.0,20.8,5822,09/03/1999,0
42.7,6.4,0.4,15.8,4.6,29.3,33.9,293.12,964.68,-286.7,1.0,23.7,5784,10/03/1999,0
103.2,2.1,-5.6,26.9,12.7,28.3,41.0,296.44,980.06,-97.6,1673.6,31.5,5755,11/03/1999,0
230.5,1.2,-6.5,35.1,19.5,31.9,51.4,296.19,974.87,-168.2,1281.7,38.6,5774,12/03/1999,0
94.0,5.0,-2.1,22.4,11.5,28.1,39.6,295.04,977.62,-172.5,215.9,31.5,5770,13/03/1999,0
122.6,9.8,7.0,21.0,11.7,23.9,35.6,286.3,914.05,0.0,0.0,26.3,5711,14/03/1999,0
107.7,6.2,3.6,22.0,14.9,24.9,39.8,286.68,929.37,0.0,0.0,24.9,5671,15/03/1999,0
69.6,7.1,0.6,-3.0,6.5,22.7,29.2,294.39,972.46,-65.5,138.2,27.5,5731,16/03/1999,0
167.7,11.7,5.2,21.6,10.1,22.1,32.2,294.07,980.27,0.0,0.0,35.8,5790,17/03/1999,0
102.4,8.1,0.0,20.7,5.1,26.5,31.6,297.05,982.59,-192.0,406.5,35.6,5797,18/03/1999,0
109.1,7.3,-1.5,17.2,6.5,24.3,30.8,297.84,982.53,-100.0,2087.3,35.0,5806,19/03/1999,0
54.8,10.0,4.9,-1.6,4.3,20.3,24.6,291.64,956.77,0.0,0.0,21.7,5751,20/03/1999,0
122.5,9.0,4.2,15.2,11.5,26.1,37.6,290.2,951.52,0.0,0.0,28.0,5765,21/03/1999,0
90.2,1.7,-5.3,13.0,13.3,26.7,40.0,295.43,977.58,-47.7,1261.1,24.6,5704,22/03/1999,0
129.2,1.2,-6.1,14.8,16.5,28.3,44.8,295.91,987.75,-40.2,966.0,28.1,5723,23/03/1999,0
118.8,-0.7,-8.8,15.6,14.9,29.7,44.6,297.27,985.12,-3.4,5.6,33.5,5715,24/03/1999,0
64.0,3.5,-4.0,10.8,6.6,26.9,33.5,295.93,969.62,-87.3,1413.6,24.0,5725,25/03/1999,1
236.4,0.9,-7.6,32.6,19.5,29.9,49.4,297.76,974.69,-11.1,0.9,40.1,5753,26/03/1999,0
83.3,-1.0,-9.2,20.0,10.9,32.5,43.4,297.62,979.97,-116.5,2364.2,26.6,5759,27/03/1999,0
162.6,3.3,-2.8,17.0,15.7,28.9,44.6,293.43,959.18,-178.1,452.9,24.8,5747,28/03/1999,0
71.6,3.7,3.1,6.8,10.3,26.9,37.2,295.35,999.98,6.3,1347.5,21.9,5699,29/03/1999,0
79.6,5.5,-2.0,10.0,9.1,25.9,35.0,295.85,980.12,-91.5,2019.3,28.6,5766,30/03/1999,0
207.5,6.6,-1.7,25.2,16.7,25.9,42.6,296.9,987.69,-122.4,1599.1,42.9,5799,31/03/1999,0
147.5,3.2,-5.1,17.6,14.3,28.9,43.2,297.71,995.09,-107.8,2758.7,31.9,5778,01/04/1999,0
62.9,3.9,-5.0,11.6,7.1,31.1,38.2,297.62,979.97,-203.7,2099.8,25.0,5819,02/04/1999,0
38.8,3.0,-5.5,9.4,7.2,31.5,38.7,297.03,980.0,-208.6,1563.4,23.1,5804,03/04/1999,0
115.3,0.7,-7.0,25.6,14.7,32.5,47.2,296.26,982.65,-2.9,8.4,29.5,5747,04/04/1999,0
86.7,1.0,-6.8,24.4,14.3,34.5,48.8,296.16,972.24,-249.3,1762.5,24.6,5773,05/04/1999,0
45.0,-3.6,-11.9,14.6,13.5,36.1,49.6,297.51,990.16,-118.2,3300.0,27.0,5743,06/04/1999,0
69.2,-1.7,-9.6,19.0,12.5,33.7,46.2,296.94,972.15,-109.2,2483.1,28.5,5740,07/04/1999,0
44.6,0.0,-8.4,20.0,6.0,33.3,39.3,297.62,979.97,-120.3,2675.0,33.6,5765,08/04/1999,1
264.6,-1.8,-8.1,24.0,20.1,34.7,54.8,293.82,959.09,-174.7,1505.0,32.5,5727,09/04/1999,0
253.8,3.3,-4.3,37.7,20.5,29.7,50.2,295.91,987.75,-146.9,760.7,50.6,5775,10/04/1999,0
242.2,3.3,-5.3,33.6,20.3,30.3,50.6,297.42,979.97,-112.0,1405.0,51.4,5805,11/04/1999,0
195.6,3.4,-5.4,19.2,20.1,24.1,44.2,298.09,987.63,-6.0,2226.1,42.9,5777,12/04/1999,0
174.9,0.5,-8.2,32.1,20.9,26.9,47.8,298.21,979.9,-4.7,3418.0,45.0,5766,13/04/1999,0
201.4,4.8,-4.6,33.5,18.3,26.5,44.8,298.91,992.6,-47.1,1603.7,49.3,5821,14/04/1999,0
272.0,-0.3,-9.3,31.6,21.9,31.3,53.2,298.28,969.28,-76.5,2661.1,42.7,5802,15/04/1999,0
64.7,3.4,-5.7,9.2,7.3,28.3,35.6,298.12,972.0,-102.8,1820.2,30.9,5803,16/04/1999,0
119.6,2.7,-6.3,8.2,11.5,28.1,39.6,298.41,979.87,-38.5,3138.1,35.9,5767,17/04/1999,0
230.1,5.2,-3.9,26.0,17.7,27.3,45.0,298.18,977.28,-106.6,1032.0,43.7,5813,18/04/1999,0
97.5,6.9,-2.1,9.4,5.1,23.9,29.0,298.35,974.62,-62.7,2502.6,29.2,5783,19/04/1999,0
